PID	P_1_freq	M_1_freq
V974	46.7	55.6
V974	31.8	17
V974	0	0
V974	0	0
V974	0	24.2
V974	14.4	0
V974	30.4	29.8
V974	43.2	41.9
V974	0	14
V974	0	3.6
V974	0	0
V974	0	16.3
V974	23.2	0.7
V974	47.3	47.2
V974	0	5.4
V974	23.1	16.7
V974	45.5	46.7
V974	22.2	26.8
V974	20	27.3
V974	33.3	25.9
V974	31	30.8
V974	20.7	28.2
V974	36.4	43.1
V974	20.8	27.1
V974	21.2	30.8
V974	21.7	0
V974	0	0
V974	4.3	0
V974	0	27.9
V974	24.1	18.5
V974	16.7	0
V974	38.9	0
V974	23.9	16
V974	33.3	31.5
V974	20.8	0
V974	11.1	0
V974	20	0
V974	41.2	29.1
V974	16.8	0
V974	17.2	9.5
V974	14.3	0
V974	37.3	32.4
V974	0	0
V974	15.6	19.4
V974	33.3	41.4
V974	27.4	26.7
V974	0	0
V974	18	0
V974	39.5	41.2
V974	0	2.6
V974	0	0
V974	16.7	74.2
V974	7.5	0
V974	0	25
V974	23.5	60
V974	25	0
V974	1.3	0
V974	18	26.4
V974	20.6	23.8
V974	13.1	0
V974	61.3	17
V974	17.8	16.4
V974	18.5	27.5
V974	0	0
V974	16.5	40.9
V974	21.4	0
V974	31.1	0
V974	0	0
V974	0	25
V974	46.5	50.4
V974	23.6	28.6
V974	22.3	20.4
V974	0	18.8
V974	21.1	0
V974	22.2	17.9
V974	0.9	0
V974	28.2	0
V974	48.9	41.8
V974	25	0
V974	75	50
V974	54.2	56.4
V974	8.9	0
V974	22.8	20.1
V974	54.4	47.9
V974	23.9	22.9
V974	17.4	13.5
V974	0	27.5
V974	6.8	0
V974	0	15.5
V974	19.2	17
V974	61.9	52.6
V974	8.4	0
V974	4	33.3
V974	50.4	44
V974	0	17.2
V974	4.8	0
V974	0	1.8
V974	0	0
V974	0	0.9
V974	50.6	53.6
V974	20.8	15.2
V974	24.4	20.7
V974	27.5	0
V974	14.3	61.5
V974	37.5	15.6
V974	6.3	0
V974	20.6	26.3
V974	27.5	26.3
V974	10.9	16.9
V974	0	20.3
V974	29	0
V974	0	16.9
V974	40.4	44.8
V974	0	23.5
V974	22.4	20.7
V974	18.1	0
V974	5.8	0
V974	40	47.3
V974	20	0
V974	0	15.7
V974	7.1	0
V974	8.5	0
V974	0	0
V974	42.5	0
V974	0	0
V974	13.7	0
V974	19.1	0
V974	0	30.8
V974	8.7	0
V974	31.8	0
V974	0	0
V974	0	0
V974	19.4	16
V974	0	22.2
V974	0	0
V974	9.6	0
V974	0	0
V974	20.7	0
V974	17.9	26.9
V974	13.7	0
V974	2.9	0
V974	41	30
V974	0	0
V974	0	0
V974	0	0
V974	6.1	14.3
V974	0	0
V974	3.8	0
V974	41.2	47.4
V974	11.1	17.4
V974	27	24.1
V974	37.5	38.1
V974	21.3	20
V974	16.7	30.4
V974	50	62.5
V974	36.4	22.6
V974	16.7	0
V974	24.3	25.8
V974	6.5	0
V974	0	15
V974	26.2	0
V974	18.1	0
V974	24.4	0
V974	28.6	26.7
V974	2.4	0
V974	0	0
V974	0	0
V974	17.8	0
V974	0	47.9
V974	36.1	0
V974	9.1	0
V974	42	28.4
V974	25.6	0
V974	0	26.4
V974	48.3	43.9
V974	17.8	16.3
V974	0	0
V974	0	23.9
V974	19	15.5
V974	0	27.6
V974	0	0
V974	74.2	47.9
V974	0	16.1
V974	0	7.7
V974	0	19.5
V974	20	0
V974	0	20.4
V974	0	18.8
V974	4.4	0
V974	16.4	14.9
V974	42.3	53.3
V974	17.1	7.6
V974	0	14.6
V974	0	1.7
V974	23.3	23.3
V974	0	0
V974	0	51.3
V974	21.1	40.5
V974	0	22.7
V974	36.5	27.9
V974	29.3	37.7
V974	19.7	1
V974	52.4	0
V974	41	0
V974	33.8	0
V974	14.1	14.3
V974	20.8	0
V974	17.4	16.6
V974	29.2	16.9
V974	0	23
V974	8	0
V974	7.8	0
V974	22.4	0
V974	49	62.5
V974	7.6	0
V974	0	18.6
V974	27	0
V974	79.6	65.6
V974	8.7	3.6
V974	0	0
V974	33.3	28.4
V974	0	0
V974	14	23
V974	34.8	19.7
V974	16	19.6
V974	0	0
V974	20.5	0
V974	25	19.8
V974	9.3	0
V974	0	16.9
V974	4.2	20.8
V974	12.9	0
V974	15.4	0
V974	18.2	13.6
V974	35.7	17.4
V974	27	20.6
V974	25	14.3
V974	0	19.4
V974	47.8	57.4
V974	20	0
V974	0	6.7
V974	12.1	0
V974	20.6	16.9
V974	21.6	0
V974	26.4	0
V974	23.6	0
V974	23.9	26.8
V974	53.8	52
V974	12.8	14.1
V974	19.2	0
V974	0	26.3
V974	15.7	14
V974	11.1	14.6
V974	10.1	15.9
V974	59.7	58.2
V974	0	7
V974	11.3	12.6
V974	23.8	0
V974	0	18.2
V974	4.4	0
V974	27.8	26
V974	42.9	40
V974	24.3	30.2
V974	12	0
V974	0	0
V974	23.8	0
V974	55.8	36.7
V974	0	4.2
V974	21.1	41.2
V974	26.8	16.9
V974	0	13.2
V974	19.6	16.3
V974	4.9	0
V974	23.4	16.9
V974	13.5	0
V974	16	0
V974	15.1	15.3
V974	26.7	28.4
V974	10.2	0
V974	50.6	52.8
V974	22.8	11.5
V974	14.3	14.4
V974	14.4	0
V974	0	22.9
V974	62.2	50
V974	16.9	13
V974	15.1	12.7
V974	33.8	47.9
V974	28.7	26.5
V974	0	17.2
V974	18.3	20.5
V974	18	0
V974	5.3	0
V974	53.2	44.8
V974	27.6	24.6
V974	18.8	23.5
V974	0	11.3
Uchi2	39	43.6
Uchi2	39.6	47.6
Uchi2	0	0
Uchi2	45.2	40
Uchi2	31.3	43.2
Uchi2	11.2	0
Uchi2	7.4	0
Uchi2	0.2	0
Uchi2	36.6	56.5
Uchi2	47.3	54.1
Uchi2	40.1	50
Uchi2	35.9	43.2
Uchi2	0	0
Uchi2	39.8	45.8
Uchi2	0	0
Uchi2	3.6	0
Uchi2	0	0
Uchi2	0	0
Uchi2	35.3	44.9
Uchi2	0	0
Uchi2	46.2	45.3
Uchi2	0	0
Uchi2	0.5	0
Uchi2	29.2	49.3
Uchi2	0	0
Uchi2	9.5	0
Uchi2	0	0
Uchi2	37	46.5
Uchi2	32.1	42.9
Uchi2	30.6	54.7
Uchi2	18.1	0
Uchi2	42.7	39.4
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	41.9	51.5
Uchi2	26.9	0
Uchi2	0	0
Uchi2	43.5	51.3
Uchi2	0	0
Uchi2	26.9	65
Uchi2	0	0
Uchi2	0	0
Uchi2	0	48.1
Uchi2	0	0
Uchi2	0	0
Uchi2	40	53.6
Uchi2	0	0
Uchi2	0	0
Uchi2	38.7	49
Uchi2	42	37.5
Uchi2	0	0
Uchi2	0	10
Uchi2	11.1	0
Uchi2	0	43.4
Uchi2	0	0
Uchi2	41.1	38.2
Uchi2	0	0
Uchi2	0	0
Uchi2	36.5	37.1
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	41.3	40.6
Uchi2	0	0
Uchi2	6.6	0
Uchi2	0	0
Uchi2	35.6	43.3
Uchi2	0	0
Uchi2	37.4	35.4
Uchi2	35.3	45.8
Uchi2	18.7	0
Uchi2	0	41.8
Uchi2	35.2	44.8
Uchi2	0	0.5
Uchi2	38.9	51.1
Uchi2	0.3	0.4
Uchi2	3	0
Uchi2	7.4	0
Uchi2	25.8	0
Uchi2	20	27.1
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	20.3	0.2
Uchi2	0	0
Uchi2	40.7	48.9
Uchi2	4	0
Uchi2	36.5	65.9
Uchi2	31.2	40
Uchi2	0	34.8
Uchi2	0	41.4
Uchi2	42.4	36.2
Uchi2	1.7	0
Uchi2	0	0
Uchi2	37.6	43.1
Uchi2	0	0
Uchi2	0.1	0
Uchi2	31.1	36.4
Uchi2	41.8	46.8
Uchi2	0	0
Uchi2	0	30.1
Uchi2	0	0
Uchi2	12	0
Uchi2	0	0
Uchi2	0	42.1
Uchi2	31.2	35.2
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	12.5	0
Uchi2	40.5	46.3
Uchi2	2.8	0
Uchi2	0	35.6
Uchi2	29.6	35.8
Uchi2	34.6	46.5
Uchi2	0	0
Uchi2	35.4	40.4
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	28.1	33.3
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	2.1	0
Uchi2	21.8	30.2
Uchi2	31.2	29.5
Uchi2	0	0
Uchi2	0	0
Uchi2	37	44.3
Uchi2	0	0
Uchi2	0	0
Uchi2	39.9	47.4
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	33.8	39
Uchi2	53.8	75
Uchi2	0	0
Uchi2	0.8	4.1
Uchi2	49.6	49.1
Uchi2	0	0
Uchi2	56.4	78.9
Uchi2	0.7	0
Uchi2	0	0
Uchi2	36.8	44.6
Uchi2	0	0
Uchi2	0	0
Uchi2	0	48
Uchi2	0.6	0
Uchi2	0	0
Uchi2	40.9	46.6
Uchi2	0	23.6
Uchi2	37.5	45.1
Uchi2	39.4	46.3
Uchi2	0	0
Uchi2	0	55
Uchi2	0	0.8
Uchi2	44.4	45.7
Uchi2	39.7	60.9
Uchi2	20	0
Uchi2	0.3	0
Uchi2	36.4	42.9
Uchi2	30.6	52.6
Uchi2	62.4	82.4
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	0	0
Uchi2	5.8	0
Uchi2	80.4	94.9
Kim1	0	0
Kim1	15.6	30
Kim1	10.5	8.7
Kim1	7.4	0
Kim1	7.9	0
Kim1	32.4	25.6
Kim1	24.2	43.9
Kim1	30.8	31.9
Kim1	41	51.6
Kim1	32.7	44.8
Kim1	10	0
Kim1	27.7	47.1
Kim1	4.8	0
Kim1	6.1	0
Kim1	14.5	19
Kim1	15.9	0
Kim1	8.7	0
Kim1	6.4	0
Kim1	37.5	48.5
Kim1	21.1	23.1
Kim1	8.3	0
Kim1	0	0
Kim1	23.9	25.9
Kim1	15	0
Kim1	14.7	18.2
Kim1	0	8.3
Kim1	25.5	22.2
Kim1	21.1	36
Kim1	0	0
Kim1	0	0
Kim1	0	0
Kim1	5.2	0
Kim1	10.7	0
Kim1	5.4	0
Kim1	8.8	0
Kim1	23.3	13.3
Kim1	47.6	60.7
Kim1	8.9	0
Kim1	7.7	0
Kim1	0	0
Kim1	0	0
Kim1	0	0
Kim1	0	17.4
Kim1	0	8.3
Kim1	8	0
Kim1	52.8	70
Kim1	6.6	0
Kim1	5.1	12.3
Kim1	42.3	36.8
Kim1	39.4	49.1
Kim1	13	0
Kim1	0	0
Kim1	48.1	41.7
Kim1	9.8	0
Kim1	0	0
Kim1	20	18.9
Kim1	35.4	22.9
Kim1	7.5	0
Kim1	8.5	0
Kim1	0	0
Kim1	38.9	4.5
Kim1	34.4	25
Kim1	0	0
Kim1	10.3	0
Kim1	18.2	0
Kim1	22.2	0
Kim1	5.3	0
Kim1	3.2	0
Kim1	39.5	46.5
Kim1	0	0
Kim1	24.6	42.6
Kim1	40	58
Kim1	7.9	0
Kim1	0	0
Kim1	23.9	29.9
Kim1	5.1	0
Kim1	14	19
Kim1	11.2	21.3
Kim1	13.2	13.5
Kim1	9.1	15.1
Kim1	16.7	13.1
Kim1	37.5	60.7
Kim1	17.9	32.9
Kim1	0	0
Kim1	10	0
Kim1	0	0
Kim1	15.8	42.9
Kim1	0	0
Kim1	25	36.1
Kim1	0	0
Kim1	7.7	0
Kim1	26.3	26.7
Kim1	3.2	0
Kim1	11.1	0
Kim1	23.8	27.1
Kim1	0	20
Kim1	20	17.9
Kim1	10.4	0
Kim1	8.8	0
Kim1	0	0
Kim1	0	0
Kim1	0	0
Kim1	47.6	52.7
Kim1	0	0
Kim1	15.4	0
Kim1	9.5	32.1
Kim1	7.1	0
Kim1	0	0
Kim1	6.9	27.3
Kim1	0	0
Kim1	0	0
Kim1	0	0
Kim1	8.9	0
Kim1	17.5	25.8
Kim1	9.1	0
Kim1	50	41.7
Kim1	0	0
Kim1	16.2	33.9
Kim1	25.9	27.7
Kim1	8.2	0
Kim1	4.3	0
Kim1	0	25.6
Kim1	0	0
Kim1	0	0
Kim1	4.5	0
Kim1	10.7	0
Kim1	2.9	0
Kim1	0	45.8
Kim1	30.4	37.5
Kim1	35.7	56.2
Kim1	6.4	0
Kim1	15	0
Kim1	0	0
Kim1	0.1	0
Kim1	17.6	0
Kim1	4.4	0
Kim1	6.7	0
Kim1	50	40
Kim1	58.7	64.6
Kim1	29.7	22.6
Kim1	43.9	65
Kim1	0	25.2
Kim1	12	0
Kim1	29.8	43.8
Kim1	15.2	0
Kim1	5.6	0
Kim1	9.1	0
Kim1	32.7	36.8
Kim1	14.3	0
Kim1	5.3	0
Kim1	35.3	18.2
Kim1	0	0
Kim1	27.3	45
Kim1	11.4	0
Kim1	4.8	0
Kim1	42.9	35.9
Kim1	0	0
Kim1	0	0
Kim1	15.8	0
Kim1	0	0
Kim1	5.2	0
Kim1	25	0
Kim1	0	0
Kim1	0	0
Kim1	15.8	0
Kim1	63.3	76.1
Kim1	4.4	0
Kim1	44.8	36.4
Kim1	14	0
Kim1	17.8	0
Kim2	0	0
Kim2	5.1	41.7
Kim2	0	0
Kim2	15.1	27.1
Kim2	19	35.9
Kim2	0	0
Kim2	0	25
Kim2	0.8	0
Kim2	31.1	23.1
Kim2	6.4	0
Kim2	0	30.4
Kim2	14.6	32.1
Kim2	57.5	62.5
Kim2	15.4	25.8
Kim2	0	0
Kim2	13	16.7
Kim2	21.4	22.6
Kim2	0	0
Kim2	0	0
Kim2	62	46.4
Kim2	65.7	42.9
Kim2	0	7.5
Kim2	45.2	57.1
Kim2	30.5	25.6
Kim2	68.5	85.7
Kim2	14.7	13.8
Kim2	0	0
Kim2	0	0
Kim2	57.4	75
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	84.7	92.1
Kim2	89.2	91.1
Kim2	0	17.2
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	80.2	91.1
Kim2	82.1	83.7
Kim2	0	0
Kim2	0	0
Kim2	1.7	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	15.1
Kim2	0	0
Kim2	66.7	93.3
Kim2	0	0
Kim2	69.2	94.1
Kim2	0	0
Kim2	25.5	39.1
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	49.3	49.1
Kim2	0	18.2
Kim2	54.2	50
Kim2	0	0
Kim2	41.2	51.4
Kim2	0	0
Kim2	33.3	61.1
Kim2	43.9	40.9
Kim2	42	43.7
Kim2	0	0
Kim2	26.7	50
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	8.8	27.3
Kim2	50	25
Kim2	34.9	27.3
Kim2	0	0
Kim2	16.7	22.4
Kim2	45.8	48.9
Kim2	31.1	45.2
Kim2	33.3	35.5
Kim2	24.2	17.8
Kim2	35.1	0
Kim2	50	63.6
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	33.3
Kim2	0	17.4
Kim2	0	0
Kim2	6.8	0
Kim2	0	34.2
Kim2	65.6	52.8
Kim2	3.1	0
Kim2	0	0
Kim2	0	0
Kim2	77.1	47.8
Kim2	0	0
Kim2	43.3	32.6
Kim2	0	36.8
Kim2	0	5.6
Kim2	0	0
Kim2	14	0
Kim2	0	19.2
Kim2	24.6	20.9
Kim2	24.6	20.9
Kim2	50	61.9
Kim2	67.9	59
Kim2	0	0
Kim2	0	18.5
Kim2	0	0
Kim2	0	0
Kim2	0	20
Kim2	0	0
Kim2	59.7	63.8
Kim2	19	0
Kim2	24.5	25
Kim2	25.5	20.7
Kim2	17.6	28.2
Kim2	0	0
Kim2	43.8	60.7
Kim2	56.1	64.9
Kim2	16.7	42.1
Kim2	50.8	67.6
Kim2	57.1	64.6
Kim2	20.5	21.4
Kim2	0	0
Kim2	0	0
Kim2	10	36.4
Kim2	22.4	20
Kim2	20.5	0
Kim2	0	0
Kim2	0	0
Kim2	0	16.7
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	2.9
Kim2	80.6	92.6
Kim2	0	0
Kim2	0	0
Kim2	0	13.3
Kim2	0	0
Kim2	50	45.2
Kim2	0	0
Kim2	53.9	57
Kim2	0	0
Kim2	0	0
Kim2	51.9	42.9
Kim2	4.4	0
Kim2	31	39.2
Kim2	10	0
Kim2	53.8	57.7
Kim2	38.8	34.4
Kim2	48.6	53.8
Kim2	57.1	53.1
Kim2	1.2	0
Kim2	6.3	0
Kim2	28.2	36.1
Kim2	34.9	34.3
Kim2	31	33.3
Kim2	0	10
Kim2	37.4	40.9
Kim2	37	20
Kim2	47.2	66.7
Kim2	0	0
Kim2	0	20
Kim2	8.6	0
Kim2	0	0
Kim2	35	42.4
Kim2	68.8	73.2
Kim2	71	72.5
Kim2	0	13.4
Kim2	0	0
Kim2	67.6	70
Kim2	0	0
Kim2	0	0
Kim2	32.7	40.3
Kim2	50	22
Kim2	0	25
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	22.9
Kim2	0	0
Kim2	32.3	18.9
Kim2	17.3	10.2
Kim2	24.2	39.5
Kim2	55.2	44.9
Kim2	0	30.2
Kim2	0	0
Kim2	60.3	46.4
Kim2	19.9	43.8
Kim2	0	20.6
Kim2	26.3	47.1
Kim2	0	0
Kim2	37.5	10
Kim2	0	0
Kim2	0	0
Kim2	55.1	40.7
Kim2	0	0
Kim2	28.6	43.6
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	32
Kim2	52.4	41.5
Kim2	8.6	0
Kim2	16.3	0
Kim2	0	25.5
Kim2	38.3	44.2
Kim2	47.8	43.9
Kim2	0	0
Kim2	0	0
Kim2	39.3	62.5
Kim2	0	3.4
Kim2	0	0
Kim2	43.5	50
Kim2	0	0
Kim2	38.4	52.2
Kim2	35.3	49.4
Kim2	30	0
Kim2	62.5	54.5
Kim2	10.3	0
Kim2	52.9	64.7
Kim2	0	0
Kim2	32.1	17.6
Kim2	0	0
Kim2	9.2	0
Kim2	59.5	80
Kim2	55.2	69.2
Kim2	24.2	15.4
Kim2	63.8	87.2
Kim2	70.9	73.5
Kim2	66.7	85.7
Kim2	0	0
Kim2	0	0
Kim2	55.6	65.1
Kim2	0	0
Kim2	0	0
Kim2	54.4	69.1
Kim2	55.8	46.7
Kim2	56.4	57.1
Kim2	45.9	62.2
Kim2	52.1	64.3
Kim2	86.5	80.8
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	84.7	86.5
Kim2	0	0
Kim2	28.1	17
Kim2	0	0
Kim2	0	0
Kim2	52.2	70.2
Kim2	0	0
Kim2	55.6	39.1
Kim2	57.6	37.5
Kim2	0	0
Kim2	33.3	42.9
Kim2	0	0
Kim2	24.2	47.8
Kim2	33.3	23
Kim2	79.2	58.3
Kim2	66.7	100
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	46.7	55.6
Kim2	43.9	50
Kim2	0	0
Kim2	40.7	54.5
Kim2	0	0
Kim2	0	0
Kim2	8	28.6
Kim2	0	29.2
Kim2	44.9	34.1
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	11.1	0
Kim2	40.4	39.2
Kim2	28.6	61.1
Kim2	0	0
Kim2	76.1	100
Kim2	0	0
Kim2	0	0
Kim2	0	33.3
Kim2	0	0
Kim2	59.4	25.9
Kim2	58.7	32.4
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	50	19
Kim2	28.6	50
Kim2	36.8	68.8
Kim2	34.5	51.7
Kim2	8.3	56.2
Kim2	38.5	75.9
Kim2	0	0
Kim2	0	0
Kim2	48.6	30.4
Kim2	0	0
Kim2	0	0
Kim2	38.1	77.8
Kim2	1.3	0
Kim2	0	12
Kim2	25	22.2
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	57.9	52.6
Kim2	0	0
Kim2	0	0
Kim2	9.7	0
Kim2	88	86.7
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	85	87.7
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	51.2	55.9
Kim2	30.6	26.2
Kim2	1.7	0
Kim2	58	52
Kim2	41.4	40.9
Kim2	0	0
Kim2	38.7	27.6
Kim2	44	45.2
Kim2	50	65.4
Kim2	68.9	83.3
Kim2	83.1	93.2
Kim2	0	0
Kim2	0	0
Kim2	0	0
Kim2	83.7	85.7
Kim2	39	41.7
Kim2	78.6	88.9
Leung1	18.8	52.9
Leung1	34.2	46.4
Leung1	24.4	45.5
Leung1	22.2	0
Leung1	17.2	41.2
Leung1	27.8	39.7
Leung1	25	47.2
Leung1	28.6	43.1
Leung1	0	34.5
Leung1	0	9.8
Leung1	29.7	45.7
Leung1	3.9	5.1
Leung1	27.3	26.9
Leung1	34.6	21.7
Leung1	38.5	38.5
Leung1	20.6	25
Leung1	0	13.2
Leung1	25	24.2
Leung1	53.4	54.3
Leung1	30.2	31.6
Leung1	34.1	27.6
Leung1	51.9	61.8
Leung1	19.6	19.8
Leung1	20.4	32.5
Leung1	27.5	36.8
Leung1	22.5	36.4
Leung1	28	0
Leung1	29.7	42.4
Leung1	12.8	0
Leung1	21.6	34.4
Leung1	35.3	64.3
Leung1	26.2	38
Leung1	33.6	39.8
Leung1	0	37.7
Leung1	16.1	34.3
Leung1	27.9	41.9
Leung1	27.5	0
Leung1	20.8	42.9
Leung1	31.2	53.4
Leung1	34	47.5
Leung1	0	22.2
Leung1	58.2	93.5
Leung1	44	37.5
Leung1	25	45.2
Leung1	57.9	77.5
Leung1	0	7.7
Leung1	38	46.7
Leung1	30.8	46.9
Leung1	30.6	45.3
Leung1	40.9	51.3
Leung1	43.9	53.2
Leung1	0	23.4
Leung1	39.8	60.3
Leung1	68.8	77.8
Leung1	18.5	0
Leung1	33.3	50
Leung1	21.1	0
Leung1	12.1	0
Leung1	0	29.2
Leung1	8.6	0
Leung1	40.9	31.2
Leung1	9.7	0
Leung1	27.7	32.4
Leung1	28.5	43.3
Leung1	0	22.7
Leung1	24.6	40.3
Leung1	0	19.2
Leung1	23.8	36.4
Leung1	11	26.3
Leung1	26.4	30.1
Leung1	0	27
Leung1	38.9	34.2
Leung1	23.5	53.3
Leung1	37.5	65.9
Leung1	22.5	34.7
Leung1	0	48.4
Leung1	0	47
Leung1	34	26
Leung1	27.1	22.9
Leung1	24.6	50
Leung1	34.5	42.5
Leung1	42.5	40.4
Leung1	23.7	42.4
Leung1	36.5	58.1
Leung1	13.6	22
Leung1	18.2	18.6
Leung1	32.6	55.9
Leung1	40	48.9
Leung1	0	7.2
Leung1	0	26.7
Leung1	33.9	54.1
Leung1	20.8	43.2
Leung1	27.8	47.6
Leung1	0	9.8
Leung1	23.6	42
Leung1	28.9	48.4
Leung1	18.8	28
Leung1	10.5	23.9
Leung1	6.2	8.5
Leung1	21	39.7
Leung1	45.8	44.8
Leung1	17.3	26.3
Leung1	49.6	74.2
Leung1	48.4	77.3
Leung1	54.2	75
Leung1	34.9	47.6
Leung1	33.3	28.6
Leung1	16.2	0
Leung1	36.4	31.2
Leung1	36.8	50.8
Leung1	38.2	50
Leung1	31.1	30.7
Leung1	30.2	46.2
Leung1	0	6
Leung1	25	36.4
Leung1	0	37.5
Leung1	0	20
Leung1	0	35.5
Leung1	56.2	35.7
Leung1	52.9	36.9
Leung1	18.3	0
Leung1	13	26.1
Leung1	8.1	10.2
Leung1	26.4	25.8
Leung1	41.2	55
Leung1	7.1	11.4
Leung1	22.1	34.7
Leung1	18.5	29.3
Leung1	38.7	72.7
Leung1	33.3	34
Leung1	11.6	0
Leung1	37.3	74.6
Leung1	22.1	17.6
Leung1	11.2	12.6
Leung1	9.7	14.6
Leung1	23.8	34.6
Leung1	18.7	33.8
Leung1	25	28.6
Leung1	33.8	56.1
Leung1	22	34.4
Leung1	20.3	35.4
Leung1	21.6	37.9
Leung1	76.9	90.5
Leung1	0	15.6
Leung1	75.9	91.2
Leung1	65.4	92.6
Leung1	64.7	89.7
Leung1	29.3	31
Leung1	69.1	91.5
Leung1	34.6	0
Leung1	0	18.3
Leung1	31.6	21.4
Leung2	3.6	18.2
Leung2	23.8	0
Leung2	37	20.6
Leung2	0	18.3
Leung2	5.9	0
Leung2	0	18.6
Leung2	0	4.1
Leung2	0	27.1
Leung2	31.2	19
Leung2	0	8
Leung2	0	26.8
Leung2	30.6	28.1
Leung2	0	5.8
Leung2	0	32.1
Leung2	91.2	98.7
Leung2	95.9	96.7
Leung2	0	4.8
Leung2	37.1	42
Leung2	0	20
Leung2	0	25.2
Leung2	0	12.7
Leung2	0	11.8
Leung2	0	19.3
Leung2	0	20.5
Leung2	0	24.4
Leung2	0.5	19.7
Leung2	3.3	36.7
Leung2	0	18.4
Leung2	0.5	27.3
Leung2	11.7	0
Leung2	0	32.3
Leung2	21.1	0
Leung2	25.2	0
Leung2	0	28.8
Leung2	0	29.7
Leung2	0	23.4
Leung2	14.3	3.3
Leung2	39.5	38.6
Leung2	0	19.1
Leung2	8.3	0
Leung2	48.1	56.2
Leung2	7.8	0
Leung2	0	35.9
Leung2	0	23.3
Leung2	0	38.3
Leung2	20.3	0
Leung2	0.7	28.9
Leung2	0	20.4
Leung2	0.6	27.1
Leung2	0	15.5
Leung2	32.7	32.4
Leung2	1	20.2
Leung2	51.5	34
Leung2	44	32.7
Leung2	48.8	40
Leung2	44.8	29.5
Leung2	23.4	48.1
Leung2	0	45.5
Leung2	50	17.4
Leung2	0	5.2
Leung2	0	4.6
Leung2	0	6.6
Leung2	0.9	19.8
Leung2	18.4	25.7
Leung2	0.4	15.7
Leung2	0.6	13
Leung2	45.4	59.9
Leung2	54.4	61
Leung2	0	16.7
Leung2	0	18.8
Leung2	0	32.8
Leung2	31.1	0
Leung2	29.2	7.7
Leung2	0	7.7
Leung2	0	33.9
Leung2	55.8	54
Leung2	0.5	5.8
Leung2	0	36.2
Leung2	64.6	57.1
Leung2	55.6	67.9
Leung2	64.9	56.1
Leung2	37.9	27.1
Leung2	0	3.6
Leung2	24.7	26.6
Leung2	0	28.2
Leung2	35.6	39
Leung2	0	35.7
Leung2	29.9	32.5
Leung2	1.2	32.5
Leung2	0	41.2
Leung2	0	26.7
Leung2	0	5.9
Leung2	0	29.5
Leung2	0	32.3
Leung2	0	14.2
Leung2	46.8	52.5
Leung2	13.9	0
Leung2	0.5	19.5
Leung2	0	22.4
Leung2	25	0
Leung2	0	21.9
Leung2	31	32
Leung2	0	22.7
Leung2	50	63.2
Leung2	20	22
Leung2	0	5.9
Leung2	0	3.2
Leung2	19.8	0
Leung2	0	10.7
Leung2	0	23.4
Leung2	35.7	28.6
Leung2	0	3.9
Leung2	26.3	16.2
Leung2	0	18
Leung2	0	24.6
Leung2	0	16.7
Leung2	26.4	18.7
Leung2	41.7	64.3
Leung2	50	27
Leung2	96.8	98.5
Leung2	22.2	41.1
Leung2	45.4	64.9
Leung2	0	26.9
Leung2	0	24.7
Leung2	0.6	25.5
Leung2	44.4	25.5
Leung2	0.6	22.1
Leung2	0	28.8
Leung2	0	5.8
Leung2	0	7
Leung2	0	33.3
Leung2	52.8	37.6
Leung2	16.7	13.5
Leung2	0	23.5
Leung2	43.5	35.4
Leung2	0	4.1
